,origin_school,destination_school,comparison_level,Origin_School_Name,Origin_District,Destination_School_Name,Destination_District,distance_between
5681,2263,3417,elementary,FORT MCCOY SCHOOL                                                                                   ,MARION      ,PICOLATA CROSSING ELEMENTARY SCHOOL                                                                 ,ST. JOHNS   ,46.7228421229
5682,2263,3398,elementary,FORT MCCOY SCHOOL                                                                                   ,MARION      ,OTIS A. MASON ELEMENTARY SCHOOL                                                                     ,ST. JOHNS   ,47.1510340244
5683,2263,3409,middle,FORT MCCOY SCHOOL                                                                                   ,MARION      ,PACETTI BAY MIDDLE SCHOOL                                                                           ,ST. JOHNS   ,47.7406147405
5684,2263,3396,middle,FORT MCCOY SCHOOL                                                                                   ,MARION      ,MILL CREEK ACADEMY                                                                                  ,ST. JOHNS   ,49.340721197700006
5685,2238,3636,elementary,BELLEVIEW ELEMENTARY SCHOOL                                                                         ,MARION      ,VILLAGES CHARTER SCHOOL                                                                             ,SUMTER      ,7.759114175730001
5686,2238,3632,elementary,BELLEVIEW ELEMENTARY SCHOOL                                                                         ,MARION      ,WILDWOOD ELEMENTARY SCHOOL                                                                          ,SUMTER      ,11.8126944798
5687,2238,3635,elementary,BELLEVIEW ELEMENTARY SCHOOL                                                                         ,MARION      ,LAKE PANASOFFKEE ELEMENTARY SCHOOL                                                                  ,SUMTER      ,18.0628603942
5688,2256,3636,elementary,STANTON-WEIRSDALE ELEMENTARY SCHOOL                                                                 ,MARION      ,VILLAGES CHARTER SCHOOL                                                                             ,SUMTER      ,6.542294850809999
5689,2256,3632,elementary,STANTON-WEIRSDALE ELEMENTARY SCHOOL                                                                 ,MARION      ,WILDWOOD ELEMENTARY SCHOOL                                                                          ,SUMTER      ,10.5194688285
5690,2256,3635,elementary,STANTON-WEIRSDALE ELEMENTARY SCHOOL                                                                 ,MARION      ,LAKE PANASOFFKEE ELEMENTARY SCHOOL                                                                  ,SUMTER      ,18.4928153663
5691,2269,3636,elementary,HARBOUR VIEW ELEMENTARY SCHOOL                                                                      ,MARION      ,VILLAGES CHARTER SCHOOL                                                                             ,SUMTER      ,5.96741868708
5692,2269,3632,elementary,HARBOUR VIEW ELEMENTARY SCHOOL                                                                      ,MARION      ,WILDWOOD ELEMENTARY SCHOOL                                                                          ,SUMTER      ,10.597596232
5693,2269,3635,elementary,HARBOUR VIEW ELEMENTARY SCHOOL                                                                      ,MARION      ,LAKE PANASOFFKEE ELEMENTARY SCHOOL                                                                  ,SUMTER      ,17.8968810227
5694,2261,3636,high,LAKE WEIR HIGH SCHOOL                                                                               ,MARION      ,VILLAGES CHARTER SCHOOL                                                                             ,SUMTER      ,11.0150550029
5695,2261,3633,high,LAKE WEIR HIGH SCHOOL                                                                               ,MARION      ,WILDWOOD MIDDLE/ HIGH SCHOOL                                                                        ,SUMTER      ,15.6988500834
5696,2275,3636,high,BELLEVIEW HIGH SCHOOL                                                                               ,MARION      ,VILLAGES CHARTER SCHOOL                                                                             ,SUMTER      ,11.2281922366
5697,2275,3633,high,BELLEVIEW HIGH SCHOOL                                                                               ,MARION      ,WILDWOOD MIDDLE/ HIGH SCHOOL                                                                        ,SUMTER      ,15.4351587816
5698,2247,3636,middle,LAKE WEIR MIDDLE SCHOOL                                                                             ,MARION      ,VILLAGES CHARTER SCHOOL                                                                             ,SUMTER      ,5.66015898526
5699,2247,3637,middle,LAKE WEIR MIDDLE SCHOOL                                                                             ,MARION      ,SUMTER PREP ACADEMY                                                                                 ,SUMTER      ,23.952217518
5700,2272,3636,middle,BELLEVIEW MIDDLE SCHOOL                                                                             ,MARION      ,VILLAGES CHARTER SCHOOL                                                                             ,SUMTER      ,10.876558431900001
5701,2272,3637,middle,BELLEVIEW MIDDLE SCHOOL                                                                             ,MARION      ,SUMTER PREP ACADEMY                                                                                 ,SUMTER      ,27.361784216900002
5702,2240,3788,elementary,REDDICK-COLLIER ELEMENTARY SCHOOL                                                                   ,MARION      ,P.K. YONGE DEVELOPMENTAL RESEARCH SCHOOL                                                            ,UF LAB SCH  ,20.5197416966
5703,2254,3788,elementary,SPARR ELEMENTARY SCHOOL                                                                             ,MARION      ,P.K. YONGE DEVELOPMENTAL RESEARCH SCHOOL                                                            ,UF LAB SCH  ,24.6009846412
5704,2287,3788,elementary,MCINTOSH AREA SCHOOL                                                                                ,MARION      ,P.K. YONGE DEVELOPMENTAL RESEARCH SCHOOL                                                            ,UF LAB SCH  ,15.0315824328
5705,2250,3788,high,NORTH MARION HIGH SCHOOL                                                                            ,MARION      ,P.K. YONGE DEVELOPMENTAL RESEARCH SCHOOL                                                            ,UF LAB SCH  ,23.862275990100002
5706,2258,3788,high,VANGUARD HIGH SCHOOL                                                                                ,MARION      ,P.K. YONGE DEVELOPMENTAL RESEARCH SCHOOL                                                            ,UF LAB SCH  ,31.542688259699997
5707,2260,3788,middle,NORTH MARION MIDDLE SCHOOL                                                                          ,MARION      ,P.K. YONGE DEVELOPMENTAL RESEARCH SCHOOL                                                            ,UF LAB SCH  ,23.6840698359
5708,2263,3788,middle,FORT MCCOY SCHOOL                                                                                   ,MARION      ,P.K. YONGE DEVELOPMENTAL RESEARCH SCHOOL                                                            ,UF LAB SCH  ,28.189118403200002
5709,2240,3658,elementary,REDDICK-COLLIER ELEMENTARY SCHOOL                                                                   ,MARION      ,LAKE BUTLER ELEMENTARY SCHOOL                                                                       ,UNION       ,45.552499520299996
5710,2254,3658,elementary,SPARR ELEMENTARY SCHOOL                                                                             ,MARION      ,LAKE BUTLER ELEMENTARY SCHOOL                                                                       ,UNION       ,48.6868976087
5711,2287,3658,elementary,MCINTOSH AREA SCHOOL                                                                                ,MARION      ,LAKE BUTLER ELEMENTARY SCHOOL                                                                       ,UNION       ,39.9998018731
5712,2250,3656,high,NORTH MARION HIGH SCHOOL                                                                            ,MARION      ,UNION COUNTY HIGH SCHOOL                                                                            ,UNION       ,48.0353035494
5713,2260,3657,middle,NORTH MARION MIDDLE SCHOOL                                                                          ,MARION      ,LAKE BUTLER MIDDLE SCHOOL                                                                           ,UNION       ,48.338645909200004
5714,2263,3657,middle,FORT MCCOY SCHOOL                                                                                   ,MARION      ,LAKE BUTLER MIDDLE SCHOOL                                                                           ,UNION       ,48.862107854499996
5715,2242,3697,elementary,EAST MARION ELEMENTARY SCHOOL                                                                       ,MARION      ,PIERSON ELEMENTARY SCHOOL                                                                           ,VOLUSIA     ,27.204252408000002
5716,2242,3671,elementary,EAST MARION ELEMENTARY SCHOOL                                                                       ,MARION      ,LOUISE S. MCINNIS ELEMENTARY SCHOOL                                                                 ,VOLUSIA     ,34.280144927399995
5717,2242,3734,elementary,EAST MARION ELEMENTARY SCHOOL                                                                       ,MARION      ,CITRUS GROVE ELEMENTARY SCHOOL                                                                      ,VOLUSIA     ,36.4653793702
5718,2256,3697,elementary,STANTON-WEIRSDALE ELEMENTARY SCHOOL                                                                 ,MARION      ,PIERSON ELEMENTARY SCHOOL                                                                           ,VOLUSIA     ,33.737139341399995
5719,2256,3734,elementary,STANTON-WEIRSDALE ELEMENTARY SCHOOL                                                                 ,MARION      ,CITRUS GROVE ELEMENTARY SCHOOL                                                                      ,VOLUSIA     ,36.3054053887
5720,2256,3668,elementary,STANTON-WEIRSDALE ELEMENTARY SCHOOL                                                                 ,MARION      ,WOODWARD AVENUE ELEMENTARY SCHOOL                                                                   ,VOLUSIA     ,36.4210707661
5721,2263,3697,elementary,FORT MCCOY SCHOOL                                                                                   ,MARION      ,PIERSON ELEMENTARY SCHOOL                                                                           ,VOLUSIA     ,32.1583847404
5722,2263,3671,elementary,FORT MCCOY SCHOOL                                                                                   ,MARION      ,LOUISE S. MCINNIS ELEMENTARY SCHOOL                                                                 ,VOLUSIA     ,41.5638554946
5723,2263,3734,elementary,FORT MCCOY SCHOOL                                                                                   ,MARION      ,CITRUS GROVE ELEMENTARY SCHOOL                                                                      ,VOLUSIA     ,45.111276607600004
5724,2261,3708,high,LAKE WEIR HIGH SCHOOL                                                                               ,MARION      ,T. DEWITT TAYLOR MIDDLE-HIGH SCHOOL                                                                 ,VOLUSIA     ,33.3507694135
5725,2261,3670,high,LAKE WEIR HIGH SCHOOL                                                                               ,MARION      ,UNIVERSITY HIGH SCHOOL                                                                              ,VOLUSIA     ,41.4974810734
5726,2289,3708,high,NEW LEAF CENTER                                                                                     ,MARION      ,T. DEWITT TAYLOR MIDDLE-HIGH SCHOOL                                                                 ,VOLUSIA     ,37.0389683062
5727,2289,3670,high,NEW LEAF CENTER                                                                                     ,MARION      ,UNIVERSITY HIGH SCHOOL                                                                              ,VOLUSIA     ,46.1706581459
5728,2247,3706,middle,LAKE WEIR MIDDLE SCHOOL                                                                             ,MARION      ,SOUTHWESTERN MIDDLE SCHOOL                                                                          ,VOLUSIA     ,40.6544134907
5729,2247,3720,middle,LAKE WEIR MIDDLE SCHOOL                                                                             ,MARION      ,RIVER SPRINGS MIDDLE SCHOOL                                                                         ,VOLUSIA     ,40.9909627277
5730,2289,3706,middle,NEW LEAF CENTER                                                                                     ,MARION      ,SOUTHWESTERN MIDDLE SCHOOL                                                                          ,VOLUSIA     ,45.050791868599994
5731,2289,3669,middle,NEW LEAF CENTER                                                                                     ,MARION      ,DELAND MIDDLE SCHOOL                                                                                ,VOLUSIA     ,46.0575366133
5732,2301,467,elementary,WARFIELD ELEMENTARY SCHOOL                                                                          ,MARTIN      ,SOMERSET PARKLAND ACADEMY                                                                           ,BROWARD     ,49.02574730520001
5733,2301,432,elementary,WARFIELD ELEMENTARY SCHOOL                                                                          ,MARTIN      ,HERON HEIGHTS ELEMENTARY SCHOOL                                                                     ,BROWARD     ,49.341458836499996
5734,2301,425,elementary,WARFIELD ELEMENTARY SCHOOL                                                                          ,MARTIN      ,PARK TRAILS ELEMENTARY SCHOOL                                                                       ,BROWARD     ,49.865826697299994
5735,2302,467,elementary,TEEN PARENT INDIANTOWN                                                                              ,MARTIN      ,SOMERSET PARKLAND ACADEMY                                                                           ,BROWARD     ,48.9202391559
5736,2302,432,elementary,TEEN PARENT INDIANTOWN                                                                              ,MARTIN      ,HERON HEIGHTS ELEMENTARY SCHOOL                                                                     ,BROWARD     ,49.235444654300004
5737,2302,425,elementary,TEEN PARENT INDIANTOWN                                                                              ,MARTIN      ,PARK TRAILS ELEMENTARY SCHOOL                                                                       ,BROWARD     ,49.759850667399995
5738,2302,467,middle,TEEN PARENT INDIANTOWN                                                                              ,MARTIN      ,SOMERSET PARKLAND ACADEMY                                                                           ,BROWARD     ,48.9202391559
5739,2304,467,middle,INDIANTOWN MIDDLE SCHOOL                                                                            ,MARTIN      ,SOMERSET PARKLAND ACADEMY                                                                           ,BROWARD     ,49.222978851899995
5740,2310,3784,elementary,BESSEY CREEK ELEMENTARY SCHOOL                                                                      ,MARTIN      ,FAU/SLCSD PALM POINTE EDUCATIONAL RESEARCH SCHOOL @ TRADITION                                       ,FAU LAB SCH ,11.6473848862
5741,2311,3784,elementary,FELIX A WILLIAMS ELEMENTARY SCHOOL                                                                  ,MARTIN      ,FAU/SLCSD PALM POINTE EDUCATIONAL RESEARCH SCHOOL @ TRADITION                                       ,FAU LAB SCH ,11.2103539497
5742,2314,3784,elementary,CITRUS GROVE ELEMENTARY                                                                             ,MARTIN      ,FAU/SLCSD PALM POINTE EDUCATIONAL RESEARCH SCHOOL @ TRADITION                                       ,FAU LAB SCH ,9.91254521245
5743,2305,3783,high,SOUTH FORK HIGH SCHOOL                                                                              ,MARTIN      ,A.D. HENDERSON UNIVERSITY SCHOOL & FAU HIGH SCHOOL                                                  ,FAU LAB SCH ,49.9194304245
5744,2291,3784,middle,STUART MIDDLE SCHOOL                                                                                ,MARTIN      ,FAU/SLCSD PALM POINTE EDUCATIONAL RESEARCH SCHOOL @ TRADITION                                       ,FAU LAB SCH ,12.705473745399999
5745,2309,3784,middle,HIDDEN OAKS MIDDLE SCHOOL                                                                           ,MARTIN      ,FAU/SLCSD PALM POINTE EDUCATIONAL RESEARCH SCHOOL @ TRADITION                                       ,FAU LAB SCH ,11.6385356698
5746,2301,1509,elementary,WARFIELD ELEMENTARY SCHOOL                                                                          ,MARTIN      ,"PEMAYETV EMAHAKV CHARTER ""OUR WAY SCHOOL""                                                           ",GLADES      ,37.4121881628
5747,2301,1507,elementary,WARFIELD ELEMENTARY SCHOOL                                                                          ,MARTIN      ,RCMA-BOOKER T. WASHINGTON                                                                           ,GLADES      ,41.148702452100004
5748,2301,1506,elementary,WARFIELD ELEMENTARY SCHOOL                                                                          ,MARTIN      ,MOORE HAVEN ELEMENTARY SCHOOL                                                                       ,GLADES      ,41.4938396258
5749,2302,1509,elementary,TEEN PARENT INDIANTOWN                                                                              ,MARTIN      ,"PEMAYETV EMAHAKV CHARTER ""OUR WAY SCHOOL""                                                           ",GLADES      ,37.4180390646
5750,2302,1507,elementary,TEEN PARENT INDIANTOWN                                                                              ,MARTIN      ,RCMA-BOOKER T. WASHINGTON                                                                           ,GLADES      ,41.1267019991
5751,2302,1506,elementary,TEEN PARENT INDIANTOWN                                                                              ,MARTIN      ,MOORE HAVEN ELEMENTARY SCHOOL                                                                       ,GLADES      ,41.469849532
5752,2314,1509,elementary,CITRUS GROVE ELEMENTARY                                                                             ,MARTIN      ,"PEMAYETV EMAHAKV CHARTER ""OUR WAY SCHOOL""                                                           ",GLADES      ,47.8712885996
5753,2302,1505,high,TEEN PARENT INDIANTOWN                                                                              ,MARTIN      ,MOORE HAVEN MIDDLE HIGH SCHOOL.                                                                     ,GLADES      ,41.507318826399995
5754,2302,1509,middle,TEEN PARENT INDIANTOWN                                                                              ,MARTIN      ,"PEMAYETV EMAHAKV CHARTER ""OUR WAY SCHOOL""                                                           ",GLADES      ,37.4180390646
5755,2302,1505,middle,TEEN PARENT INDIANTOWN                                                                              ,MARTIN      ,MOORE HAVEN MIDDLE HIGH SCHOOL.                                                                     ,GLADES      ,41.507318826399995
5756,2304,1509,middle,INDIANTOWN MIDDLE SCHOOL                                                                            ,MARTIN      ,"PEMAYETV EMAHAKV CHARTER ""OUR WAY SCHOOL""                                                           ",GLADES      ,36.5878810156
5757,2304,1505,middle,INDIANTOWN MIDDLE SCHOOL                                                                            ,MARTIN      ,MOORE HAVEN MIDDLE HIGH SCHOOL.                                                                     ,GLADES      ,40.7407019767
5758,2301,1532,elementary,WARFIELD ELEMENTARY SCHOOL                                                                          ,MARTIN      ,CENTRAL ELEMENTARY SCHOOL                                                                           ,HENDRY      ,34.6393196548
5759,2301,1530,elementary,WARFIELD ELEMENTARY SCHOOL                                                                          ,MARTIN      ,WESTSIDE ELEMENTARY SCHOOL                                                                          ,HENDRY      ,34.877063334
5760,2301,1531,elementary,WARFIELD ELEMENTARY SCHOOL                                                                          ,MARTIN      ,EASTSIDE ELEMENTARY SCHOOL                                                                          ,HENDRY      ,34.9992836222
5761,2302,1532,elementary,TEEN PARENT INDIANTOWN                                                                              ,MARTIN      ,CENTRAL ELEMENTARY SCHOOL                                                                           ,HENDRY      ,34.5892610642
5762,2302,1530,elementary,TEEN PARENT INDIANTOWN                                                                              ,MARTIN      ,WESTSIDE ELEMENTARY SCHOOL                                                                          ,HENDRY      ,34.8270984603
5763,2302,1531,elementary,TEEN PARENT INDIANTOWN                                                                              ,MARTIN      ,EASTSIDE ELEMENTARY SCHOOL                                                                          ,HENDRY      ,34.9493331031
5764,2308,1532,elementary,CRYSTAL LAKE ELEMENTARY SCHOOL                                                                      ,MARTIN      ,CENTRAL ELEMENTARY SCHOOL                                                                           ,HENDRY      ,46.5597038979
5765,2308,1530,elementary,CRYSTAL LAKE ELEMENTARY SCHOOL                                                                      ,MARTIN      ,WESTSIDE ELEMENTARY SCHOOL                                                                          ,HENDRY      ,46.7987708312
5766,2308,1531,elementary,CRYSTAL LAKE ELEMENTARY SCHOOL                                                                      ,MARTIN      ,EASTSIDE ELEMENTARY SCHOOL                                                                          ,HENDRY      ,46.9211126325
5767,2302,1537,high,TEEN PARENT INDIANTOWN                                                                              ,MARTIN      ,CLEWISTON YOUTH DEVELOPMENTAL ACADEMY                                                               ,HENDRY      ,34.0994981705
5768,2302,1536,high,TEEN PARENT INDIANTOWN                                                                              ,MARTIN      ,CLEWISTON HIGH SCHOOL                                                                               ,HENDRY      ,34.463404929
5769,2305,1537,high,SOUTH FORK HIGH SCHOOL                                                                              ,MARTIN      ,CLEWISTON YOUTH DEVELOPMENTAL ACADEMY                                                               ,HENDRY      ,47.1216390239
5770,2305,1536,high,SOUTH FORK HIGH SCHOOL                                                                              ,MARTIN      ,CLEWISTON HIGH SCHOOL                                                                               ,HENDRY      ,47.4116539558
5771,2302,1528,middle,TEEN PARENT INDIANTOWN                                                                              ,MARTIN      ,CLEWISTON MIDDLE SCHOOL                                                                             ,HENDRY      ,34.7380025419
5772,2304,1528,middle,INDIANTOWN MIDDLE SCHOOL                                                                            ,MARTIN      ,CLEWISTON MIDDLE SCHOOL                                                                             ,HENDRY      ,34.0716899137
5773,2296,1895,elementary,PORT SALERNO LEARNING CENTER                                                                        ,MARTIN      ,INDIAN RIVER ACADEMY                                                                                ,INDIAN RIVER,27.0326157934
5774,2296,1883,elementary,PORT SALERNO LEARNING CENTER                                                                        ,MARTIN      ,OSCEOLA MAGNET SCHOOL                                                                               ,INDIAN RIVER,28.2873245354
5775,2296,1889,elementary,PORT SALERNO LEARNING CENTER                                                                        ,MARTIN      ,CITRUS ELEMENTARY SCHOOL                                                                            ,INDIAN RIVER,30.2315042527
5776,2303,1895,elementary,JENSEN BEACH ELEMENTARY SCHOOL                                                                      ,MARTIN      ,INDIAN RIVER ACADEMY                                                                                ,INDIAN RIVER,24.733797497199998
5777,2303,1883,elementary,JENSEN BEACH ELEMENTARY SCHOOL                                                                      ,MARTIN      ,OSCEOLA MAGNET SCHOOL                                                                               ,INDIAN RIVER,26.0391263602
5778,2303,1889,elementary,JENSEN BEACH ELEMENTARY SCHOOL                                                                      ,MARTIN      ,CITRUS ELEMENTARY SCHOOL                                                                            ,INDIAN RIVER,27.9801720806
5779,2311,1895,elementary,FELIX A WILLIAMS ELEMENTARY SCHOOL                                                                  ,MARTIN      ,INDIAN RIVER ACADEMY                                                                                ,INDIAN RIVER,24.829777786399998
5780,2311,1883,elementary,FELIX A WILLIAMS ELEMENTARY SCHOOL                                                                  ,MARTIN      ,OSCEOLA MAGNET SCHOOL                                                                               ,INDIAN RIVER,26.0799577044
5781,2311,1889,elementary,FELIX A WILLIAMS ELEMENTARY SCHOOL                                                                  ,MARTIN      ,CITRUS ELEMENTARY SCHOOL                                                                            ,INDIAN RIVER,28.0241141664
5782,2312,1880,high,JENSEN BEACH HIGH SCHOOL                                                                            ,MARTIN      ,VERO BEACH HIGH SCHOOL                                                                              ,INDIAN RIVER,28.0374444151
5783,2312,1881,high,JENSEN BEACH HIGH SCHOOL                                                                            ,MARTIN      ,ALTERNATIVE CENTER FOR EDUCATION                                                                    ,INDIAN RIVER,28.3560769117
5784,2319,1880,high,MARTIN COUNTY ACCELERATION ACADEMIES                                                                ,MARTIN      ,VERO BEACH HIGH SCHOOL                                                                              ,INDIAN RIVER,31.3615730642
5785,2319,1881,high,MARTIN COUNTY ACCELERATION ACADEMIES                                                                ,MARTIN      ,ALTERNATIVE CENTER FOR EDUCATION                                                                    ,INDIAN RIVER,31.676257417
5786,2291,1896,middle,STUART MIDDLE SCHOOL                                                                                ,MARTIN      ,OSLO MIDDLE SCHOOL                                                                                  ,INDIAN RIVER,29.263228172199998
5787,2291,1905,middle,STUART MIDDLE SCHOOL                                                                                ,MARTIN      ,IMAGINE AT SOUTH VERO                                                                               ,INDIAN RIVER,31.3878933946
5788,2309,1896,middle,HIDDEN OAKS MIDDLE SCHOOL                                                                           ,MARTIN      ,OSLO MIDDLE SCHOOL                                                                                  ,INDIAN RIVER,30.6341736175
5789,2309,1905,middle,HIDDEN OAKS MIDDLE SCHOOL                                                                           ,MARTIN      ,IMAGINE AT SOUTH VERO                                                                               ,INDIAN RIVER,32.4901487425
5790,2301,2407,elementary,WARFIELD ELEMENTARY SCHOOL                                                                          ,MARTIN      ,EVERGLADES ELEMENTARY SCHOOL                                                                        ,OKEECHOBEE  ,25.0650986606
5791,2301,2403,elementary,WARFIELD ELEMENTARY SCHOOL                                                                          ,MARTIN      ,SOUTH ELEMENTARY SCHOOL                                                                             ,OKEECHOBEE  ,26.8071107503
5792,2301,2410,elementary,WARFIELD ELEMENTARY SCHOOL                                                                          ,MARTIN      ,STUDENT SERV./SPECIAL PROGRAMS                                                                      ,OKEECHOBEE  ,27.107942408000003
5793,2302,2407,elementary,TEEN PARENT INDIANTOWN                                                                              ,MARTIN      ,EVERGLADES ELEMENTARY SCHOOL                                                                        ,OKEECHOBEE  ,25.1364195152
5794,2302,2403,elementary,TEEN PARENT INDIANTOWN                                                                              ,MARTIN      ,SOUTH ELEMENTARY SCHOOL                                                                             ,OKEECHOBEE  ,26.870321199899998
5795,2302,2410,elementary,TEEN PARENT INDIANTOWN                                                                              ,MARTIN      ,STUDENT SERV./SPECIAL PROGRAMS                                                                      ,OKEECHOBEE  ,27.1745538231
5796,2314,2407,elementary,CITRUS GROVE ELEMENTARY                                                                             ,MARTIN      ,EVERGLADES ELEMENTARY SCHOOL                                                                        ,OKEECHOBEE  ,29.464323423000003
5797,2314,2410,elementary,CITRUS GROVE ELEMENTARY                                                                             ,MARTIN      ,STUDENT SERV./SPECIAL PROGRAMS                                                                      ,OKEECHOBEE  ,31.961037699699997
5798,2314,2403,elementary,CITRUS GROVE ELEMENTARY                                                                             ,MARTIN      ,SOUTH ELEMENTARY SCHOOL                                                                             ,OKEECHOBEE  ,32.1488143283
5799,2302,2402,high,TEEN PARENT INDIANTOWN                                                                              ,MARTIN      ,OKEECHOBEE HIGH SCHOOL                                                                              ,OKEECHOBEE  ,28.235081484200002
5800,2302,2404,high,TEEN PARENT INDIANTOWN                                                                              ,MARTIN      ,OKEECHOBEE ACHIEVEMENT ACADEMY                                                                      ,OKEECHOBEE  ,29.1256678504
5801,2312,2402,high,JENSEN BEACH HIGH SCHOOL                                                                            ,MARTIN      ,OKEECHOBEE HIGH SCHOOL                                                                              ,OKEECHOBEE  ,34.5688451697
5802,2312,2404,high,JENSEN BEACH HIGH SCHOOL                                                                            ,MARTIN      ,OKEECHOBEE ACHIEVEMENT ACADEMY                                                                      ,OKEECHOBEE  ,35.3467517895
5803,2302,2409,middle,TEEN PARENT INDIANTOWN                                                                              ,MARTIN      ,OSCEOLA MIDDLE SCHOOL                                                                               ,OKEECHOBEE  ,26.9773323123
5804,2302,2405,middle,TEEN PARENT INDIANTOWN                                                                              ,MARTIN      ,YEARLING MIDDLE SCHOOL                                                                              ,OKEECHOBEE  ,28.707322998400002
5805,2304,2409,middle,INDIANTOWN MIDDLE SCHOOL                                                                            ,MARTIN      ,OSCEOLA MIDDLE SCHOOL                                                                               ,OKEECHOBEE  ,26.222958176
5806,2304,2405,middle,INDIANTOWN MIDDLE SCHOOL                                                                            ,MARTIN      ,YEARLING MIDDLE SCHOOL                                                                              ,OKEECHOBEE  ,27.991892561700002
5807,2292,2899,elementary,SEA WIND ELEMENTARY SCHOOL                                                                          ,MARTIN      ,THE LEARNING CENTER AT THE ELS CENTER OF EXCELLENCE                                                 ,PALM BEACH  ,11.054959992999999
5808,2292,2849,elementary,SEA WIND ELEMENTARY SCHOOL                                                                          ,MARTIN      ,LIMESTONE CREEK ELEMENTARY SCHOOL                                                                   ,PALM BEACH  ,11.3930890247
5809,2292,2854,elementary,SEA WIND ELEMENTARY SCHOOL                                                                          ,MARTIN      ,JUPITER FARMS ELEMENTARY SCHOOL                                                                     ,PALM BEACH  ,11.4737646079
5810,2300,2899,elementary,HOBE SOUND ELEMENTARY SCHOOL                                                                        ,MARTIN      ,THE LEARNING CENTER AT THE ELS CENTER OF EXCELLENCE                                                 ,PALM BEACH  ,8.049363730760001
5811,2300,2849,elementary,HOBE SOUND ELEMENTARY SCHOOL                                                                        ,MARTIN      ,LIMESTONE CREEK ELEMENTARY SCHOOL                                                                   ,PALM BEACH  ,8.27704235495
5812,2300,2743,elementary,HOBE SOUND ELEMENTARY SCHOOL                                                                        ,MARTIN      ,JUPITER ELEMENTARY SCHOOL                                                                           ,PALM BEACH  ,9.23836135935
5813,2308,2854,elementary,CRYSTAL LAKE ELEMENTARY SCHOOL                                                                      ,MARTIN      ,JUPITER FARMS ELEMENTARY SCHOOL                                                                     ,PALM BEACH  ,11.617617125299999
5814,2308,2899,elementary,CRYSTAL LAKE ELEMENTARY SCHOOL                                                                      ,MARTIN      ,THE LEARNING CENTER AT THE ELS CENTER OF EXCELLENCE                                                 ,PALM BEACH  ,13.1282983273
5815,2308,2849,elementary,CRYSTAL LAKE ELEMENTARY SCHOOL                                                                      ,MARTIN      ,LIMESTONE CREEK ELEMENTARY SCHOOL                                                                   ,PALM BEACH  ,13.5099122701
5816,2305,2744,high,SOUTH FORK HIGH SCHOOL                                                                              ,MARTIN      ,JUPITER HIGH SCHOOL                                                                                 ,PALM BEACH  ,13.8181387527
5817,2305,2863,high,SOUTH FORK HIGH SCHOOL                                                                              ,MARTIN      ,WILLIAM T. DWYER HIGH SCHOOL                                                                        ,PALM BEACH  ,16.5566739293
5818,2318,2744,high,TREASURE COAST CLASSICAL ACADEMY                                                                    ,MARTIN      ,JUPITER HIGH SCHOOL                                                                                 ,PALM BEACH  ,15.519252341700001
5819,2318,2863,high,TREASURE COAST CLASSICAL ACADEMY                                                                    ,MARTIN      ,WILLIAM T. DWYER HIGH SCHOOL                                                                        ,PALM BEACH  ,18.5904221425
5820,2298,2899,middle,MURRAY MIDDLE SCHOOL                                                                                ,MARTIN      ,THE LEARNING CENTER AT THE ELS CENTER OF EXCELLENCE                                                 ,PALM BEACH  ,13.2652457244
5821,2298,2887,middle,MURRAY MIDDLE SCHOOL                                                                                ,MARTIN      ,INDEPENDENCE MIDDLE SCHOOL                                                                          ,PALM BEACH  ,16.8350977347
5822,2318,2899,middle,TREASURE COAST CLASSICAL ACADEMY                                                                    ,MARTIN      ,THE LEARNING CENTER AT THE ELS CENTER OF EXCELLENCE                                                 ,PALM BEACH  ,13.286543325
5823,2318,2887,middle,TREASURE COAST CLASSICAL ACADEMY                                                                    ,MARTIN      ,INDEPENDENCE MIDDLE SCHOOL                                                                          ,PALM BEACH  ,16.8590088508
5824,2303,3449,elementary,JENSEN BEACH ELEMENTARY SCHOOL                                                                      ,MARTIN      ,MARIPOSA ELEMENTARY SCHOOL                                                                          ,ST. LUCIE   ,3.2500109239599997
5825,2303,3439,elementary,JENSEN BEACH ELEMENTARY SCHOOL                                                                      ,MARTIN      ,MORNINGSIDE ELEMENTARY SCHOOL                                                                       ,ST. LUCIE   ,4.56838345496
5826,2303,3445,elementary,JENSEN BEACH ELEMENTARY SCHOOL                                                                      ,MARTIN      ,VILLAGE GREEN ENVIRONMENTAL STUDIES SCHOOL                                                          ,ST. LUCIE   ,4.93914820773
5827,2311,3449,elementary,FELIX A WILLIAMS ELEMENTARY SCHOOL                                                                  ,MARTIN      ,MARIPOSA ELEMENTARY SCHOOL                                                                          ,ST. LUCIE   ,3.13465899107
5828,2311,3439,elementary,FELIX A WILLIAMS ELEMENTARY SCHOOL                                                                  ,MARTIN      ,MORNINGSIDE ELEMENTARY SCHOOL                                                                       ,ST. LUCIE   ,3.9460452046900003
5829,2311,3445,elementary,FELIX A WILLIAMS ELEMENTARY SCHOOL                                                                  ,MARTIN      ,VILLAGE GREEN ENVIRONMENTAL STUDIES SCHOOL                                                          ,ST. LUCIE   ,4.72674936733
5830,2314,3458,elementary,CITRUS GROVE ELEMENTARY                                                                             ,MARTIN      ,SOMERSET ACADEMY ST. LUCIE                                                                          ,ST. LUCIE   ,4.44029309971
